#,,Character,,Body,,Tires,,Gliders,Speed Ground,Speed Water,Speed Air,Speed Anti-Gravity,Acceleration,Weight,Handling Ground,Handling Water,Handling Air,Handling Anti-Gravity,Traction,MiniTurbo,Stats total,Speed + MT total
4520,9,"Tanooki Mario, Villager Male, Inkling Male",14,"Tanooki Kart, Koopa Clown, Master Cycle Zero",5,"Slick, Cyber Slick",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.75,3.25,3.25,4.25,2.75,3.75,3.75,3.25,3.5,3.25,2.75,3.25,40.75,7
889,2,"Baby Rosalina, Lemmy",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",2.5,2.25,2.75,2.25,4,1.5,4.75,4.25,4.25,5,2.5,4.5,40.5,7
891,2,"Baby Rosalina, Lemmy",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",2.5,2,2.75,2.5,4,1.75,4.75,4.5,4.25,4.75,2.25,4.5,40.5,7
892,2,"Baby Rosalina, Lemmy",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,2,2.5,2.5,4.25,1.5,4.75,4.5,4.5,4.75,2.25,4.75,40.5,7
898,2,"Baby Rosalina, Lemmy",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.25,2,3,2.25,4,1.5,4.5,3.75,4.75,4.5,3.25,4.75,40.5,7
1030,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",1,"Standard Kart, The Duke, 300 SL Roadster",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,3,2.75,2.5,3.5,2.5,4.25,3.75,4,4,3.25,4,40.5,7
1189,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",6,"Circuit Special, B Dasher, P-Wing",1,"Standard, Blue Standard, GLA Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,2.5,3,2.75,3.5,2.5,4,3.75,3.75,4.25,3.5,3.75,40.5,7
1191,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",6,"Circuit Special, B Dasher, P-Wing",1,"Standard, Blue Standard, GLA Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2.25,3,3,3.5,2.75,4,4,3.75,4,3.25,3.75,40.5,7
1192,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",6,"Circuit Special, B Dasher, P-Wing",1,"Standard, Blue Standard, GLA Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.25,2.75,3,3.75,2.5,4,4,4,4,3.25,4,40.5,7
1397,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",8,"Off-Road, Retro Off-Road, Triforce Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,3,2.75,2.5,3.5,2.5,4,3.5,4,4.25,3.5,3.75,40.5,7
1399,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",8,"Off-Road, Retro Off-Road, Triforce Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2.75,2.75,2.75,3.5,2.75,4,3.75,4,4,3.25,3.75,40.5,7
1400,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",8,"Off-Road, Retro Off-Road, Triforce Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.75,2.5,2.75,3.75,2.5,4,3.75,4.25,4,3.25,4,40.5,7
1446,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",13,"Blue Falcon, Splat Buggy",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,2.5,2.5,3,3.75,2,3.5,3.75,3.75,4.25,4.5,4.25,40.5,7
1517,4,"Toadette, Wendy, Isabelle",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3,3,3,2.75,3.75,3,3.5,3.25,3.75,3.5,4,4,40.5,7
1519,4,"Toadette, Wendy, Isabelle",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3,2.75,3,3,3.75,3.25,3.5,3.5,3.75,3.25,3.75,4,40.5,7
1520,4,"Toadette, Wendy, Isabelle",1,"Standard Kart, The Duke, 300 SL Roadster",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,2.75,2.75,3,4,3,3.5,3.5,4,3.25,3.75,4.25,40.5,7
1605,4,"Toadette, Wendy, Isabelle",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.25,3.5,3,3,3.25,3.75,3.5,3.25,4,3,3.5,40.5,7
1607,4,"Toadette, Wendy, Isabelle",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3,3.5,3.25,3,3.5,3.75,3.75,3.25,3.75,2.75,3.5,40.5,7
1608,4,"Toadette, Wendy, Isabelle",3,"Mach 8, Sports Coupe, Inkstriker",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3,3.25,3.25,3.25,3.25,3.75,3.75,3.5,3.75,2.75,3.75,40.5,7
1645,4,"Toadette, Wendy, Isabelle",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3,3.5,2.5,2.5,3.75,2.5,3.75,4.5,3.5,4,3,4,40.5,7
1647,4,"Toadette, Wendy, Isabelle",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3,3.25,2.5,2.75,3.75,2.75,3.75,4.75,3.5,3.75,2.75,4,40.5,7
1648,4,"Toadette, Wendy, Isabelle",4,"Steel Driver, Tri-Speeder, Bone Rattelr",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3.25,2.25,2.75,4,2.5,3.75,4.75,3.75,3.75,2.75,4.25,40.5,7
1654,4,"Toadette, Wendy, Isabelle",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,3.25,2.75,2.5,3.75,2.5,3.5,4,4,3.5,3.75,4.25,40.5,7
1677,4,"Toadette, Wendy, Isabelle",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,3,3.5,2.5,3.5,3,4.25,3.5,3.75,3.75,2.75,3.75,40.5,7
1679,4,"Toadette, Wendy, Isabelle",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2.75,3.5,2.75,3.5,3.25,4.25,3.75,3.75,3.5,2.5,3.75,40.5,7
1680,4,"Toadette, Wendy, Isabelle",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.75,3.25,2.75,3.75,3,4.25,3.75,4,3.5,2.5,4,40.5,7
1702,4,"Toadette, Wendy, Isabelle",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,2.75,3,2.75,4.25,2,4,3.75,4,4.25,2.75,4.25,40.5,7
2034,5,"Koopa Troopa, Lakitu, Browser Jr",1,"Standard Kart, The Duke, 300 SL Roadster",5,"Slick, Cyber Slick",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,2.5,2.5,3.5,3.5,2.5,4.25,3.25,4.25,4.25,3,3.75,40.5,7
2222,5,"Koopa Troopa, Lakitu, Browser Jr",6,"Circuit Special, B Dasher, P-Wing",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,2.5,2.75,3.25,3.75,2,4,3.75,3.75,4.5,3.25,4,40.5,7
2290,5,"Koopa Troopa, Lakitu, Browser Jr",8,"Prancer, Sport Bike, Jet Bike",6,"Metal, Gold Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.5,3.25,3,2.75,2.75,2.5,4.25,4,4,3.75,3.25,3.5,40.5,7
2382,5,"Koopa Troopa, Lakitu, Browser Jr",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,2.75,2.75,3,3.25,2.75,3.75,3.5,4,3.75,4,4,40.5,7
2469,5,"Koopa Troopa, Lakitu, Browser Jr",13,"Blue Falcon, Splat Buggy",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,3,3.25,2.75,2.75,2.5,4,4,3.25,4.5,3.5,3.25,40.5,7
2471,5,"Koopa Troopa, Lakitu, Browser Jr",13,"Blue Falcon, Splat Buggy",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,2.75,3.25,3,2.75,2.75,4,4.25,3.25,4.25,3.25,3.25,40.5,7
2472,5,"Koopa Troopa, Lakitu, Browser Jr",13,"Blue Falcon, Splat Buggy",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,2.75,3,3,3,2.5,4,4.25,3.5,4.25,3.25,3.5,40.5,7
2573,6,"Toad, Shy Guy, Larry",2,"Pipe Frame, Varmint, City Tripper",5,"Slick, Cyber Slick",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,2.75,2.5,3,3.75,2.75,4.5,3.5,3.5,4.25,3,3.75,40.5,7
2575,6,"Toad, Shy Guy, Larry",2,"Pipe Frame, Varmint, City Tripper",5,"Slick, Cyber Slick",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2.5,2.5,3.25,3.75,3,4.5,3.75,3.5,4,2.75,3.75,40.5,7
2576,6,"Toad, Shy Guy, Larry",2,"Pipe Frame, Varmint, City Tripper",5,"Slick, Cyber Slick",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.5,2.25,3.25,4,2.75,4.5,3.75,3.75,4,2.75,4,40.5,7
2634,6,"Toad, Shy Guy, Larry",4,"Steel Driver, Tri-Speeder, Bone Rattelr",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3.75,2.25,3,3,3.5,3,4,3.5,3,4.5,3.75,40.5,7
2762,6,"Toad, Shy Guy, Larry",7,"Badwagon, Standard ATV (Quad), GLA",7,"Button, Leaf Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3,2.75,3.25,3.5,2.5,3.5,3.5,3.5,4,4,3.75,40.5,7
3254,7,"Cat Peach, Villager Female, Inkling Female",7,"Badwagon, Standard ATV (Quad), GLA",4,"Slim, Wood, Crimson Slim",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",4,3.25,3,4,2.75,3,3.5,3.5,3.75,3.5,3.25,3,40.5,7
3329,7,"Cat Peach, Villager Female, Inkling Female",9,"Biddybuggy (Buggybud), Mr. Scooty",5,"Slick, Cyber Slick",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,2.5,2.75,3.5,4,2.5,4.25,3.25,3.75,4.25,2.75,3.75,40.5,7
3331,7,"Cat Peach, Villager Female, Inkling Female",9,"Biddybuggy (Buggybud), Mr. Scooty",5,"Slick, Cyber Slick",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2.25,2.75,3.75,4,2.75,4.25,3.5,3.75,4,2.5,3.75,40.5,7
3332,7,"Cat Peach, Villager Female, Inkling Female",9,"Biddybuggy (Buggybud), Mr. Scooty",5,"Slick, Cyber Slick",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.25,2.5,3.75,4.25,2.5,4.25,3.5,4,4,2.5,4,40.5,7
3365,7,"Cat Peach, Villager Female, Inkling Female",10,"Landship, Streetle",5,"Slick, Cyber Slick",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.5,3,3,3.75,2.5,4,3.5,3.5,3.5,3.25,3.5,40.5,7
3367,7,"Cat Peach, Villager Female, Inkling Female",10,"Landship, Streetle",5,"Slick, Cyber Slick",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3.25,3,3.25,3.75,2.75,4,3.75,3.5,3.25,3,3.5,40.5,7
3368,7,"Cat Peach, Villager Female, Inkling Female",10,"Landship, Streetle",5,"Slick, Cyber Slick",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.25,2.75,3.25,4,2.5,4,3.75,3.75,3.25,3,3.75,40.5,7
897,2,"Baby Rosalina, Lemmy",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",2.5,2,3.25,2,3.75,1.75,4.5,3.75,4.5,4.5,3.25,4.5,40.25,7
899,2,"Baby Rosalina, Lemmy",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",2.5,1.75,3.25,2.25,3.75,2,4.5,4,4.5,4.25,3,4.5,40.25,7
900,2,"Baby Rosalina, Lemmy",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.25,1.75,3,2.25,4,1.75,4.5,4,4.75,4.25,3,4.75,40.25,7
1029,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",1,"Standard Kart, The Duke, 300 SL Roadster",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,3,3,2.25,3.25,2.75,4.25,3.75,3.75,4,3.25,3.75,40.25,7
1031,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",1,"Standard Kart, The Duke, 300 SL Roadster",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2.75,3,2.5,3.25,3,4.25,4,3.75,3.75,3,3.75,40.25,7
1032,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",1,"Standard Kart, The Duke, 300 SL Roadster",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.75,2.75,2.5,3.5,2.75,4.25,4,4,3.75,3,4,40.25,7
1098,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",3,"Mach 8, Sports Coupe, Inkstriker",5,"Slick, Cyber Slick",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,2.25,2.5,3.75,3.5,2.5,4,3.25,4,4.5,3,4,40.25,7
1170,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",5,"Slick, Cyber Slick",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,2,2.5,3.25,4,2.25,4.5,3.25,4.5,4.25,2.75,4.25,40.25,7
1266,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",8,"Prancer, Sport Bike, Jet Bike",2,"Monster, Hot Monster, Ancient",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",2.75,2.75,2.5,2.75,3.5,2.25,3.75,3.75,4.25,3.5,4.25,4.25,40.25,7
1445,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",13,"Blue Falcon, Splat Buggy",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3,2.5,2.75,2.75,3.5,2.25,3.5,3.75,3.5,4.25,4.5,4,40.25,7
1447,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",13,"Blue Falcon, Splat Buggy",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3,2.25,2.75,3,3.5,2.5,3.5,4,3.5,4,4.25,4,40.25,7
1448,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",13,"Blue Falcon, Splat Buggy",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,2.25,2.5,3,3.75,2.25,3.5,4,3.75,4,4.25,4.25,40.25,7
1653,4,"Toadette, Wendy, Isabelle",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",1,"Super Glider, Waddle Wing, Hylian Kite",3,3.25,3,2.25,3.5,2.75,3.5,4,3.75,3.5,3.75,4,40.25,7
1655,4,"Toadette, Wendy, Isabelle",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3,3,3,2.5,3.5,3,3.5,4.25,3.75,3.25,3.5,4,40.25,7
1656,4,"Toadette, Wendy, Isabelle",4,"Steel Driver, Tri-Speeder, Bone Rattelr",9,"Sponge, Cushion",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,3,2.75,2.5,3.75,2.75,3.5,4.25,4,3.25,3.5,4.25,40.25,7
1694,4,"Toadette, Wendy, Isabelle",6,"Circuit Special, B Dasher, P-Wing",1,"Standard, Blue Standard, GLA Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,2.75,3,3.25,3.75,2.5,3.75,3.5,3.75,4,3,3.75,40.25,7
1701,4,"Toadette, Wendy, Isabelle",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",1,"Super Glider, Waddle Wing, Hylian Kite",3,2.75,3.25,2.5,4,2.25,4,3.75,3.75,4.25,2.75,4,40.25,7
1703,4,"Toadette, Wendy, Isabelle",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3,2.5,3.25,2.75,4,2.5,4,4,3.75,4,2.5,4,40.25,7
1704,4,"Toadette, Wendy, Isabelle",6,"Circuit Special, B Dasher, P-Wing",3,"Roller, Azure Roller",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",2.75,2.5,3,2.75,4.25,2.25,4,4,4,4,2.5,4.25,40.25,7
1902,4,"Toadette, Wendy, Isabelle",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",8,"Off-Road, Retro Off-Road, Triforce Tires",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3.25,2.75,3,3.75,2.5,3.75,3.25,4,4,3,3.75,40.25,7
2033,5,"Koopa Troopa, Lakitu, Browser Jr",1,"Standard Kart, The Duke, 300 SL Roadster",5,"Slick, Cyber Slick",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,2.5,2.75,3.25,3.25,2.75,4.25,3.25,4,4.25,3,3.5,40.25,7
2035,5,"Koopa Troopa, Lakitu, Browser Jr",1,"Standard Kart, The Duke, 300 SL Roadster",5,"Slick, Cyber Slick",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,2.25,2.75,3.5,3.25,3,4.25,3.5,4,4,2.75,3.5,40.25,7
2036,5,"Koopa Troopa, Lakitu, Browser Jr",1,"Standard Kart, The Duke, 300 SL Roadster",5,"Slick, Cyber Slick",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,2.25,2.5,3.5,3.5,2.75,4.25,3.5,4.25,4,2.75,3.75,40.25,7
2221,5,"Koopa Troopa, Lakitu, Browser Jr",6,"Circuit Special, B Dasher, P-Wing",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,2.5,3,3,3.5,2.25,4,3.75,3.5,4.5,3.25,3.75,40.25,7
2223,5,"Koopa Troopa, Lakitu, Browser Jr",6,"Circuit Special, B Dasher, P-Wing",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2.25,3,3.25,3.5,2.5,4,4,3.5,4.25,3,3.75,40.25,7
2224,5,"Koopa Troopa, Lakitu, Browser Jr",6,"Circuit Special, B Dasher, P-Wing",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.25,2.75,3.25,3.75,2.25,4,4,3.75,4.25,3,4,40.25,7
2230,5,"Koopa Troopa, Lakitu, Browser Jr",6,"Circuit Special, B Dasher, P-Wing",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3,2.25,3.25,3,3.5,2.25,3.75,3.25,4,4,4,4,40.25,7
2289,5,"Koopa Troopa, Lakitu, Browser Jr",8,"Prancer, Sport Bike, Jet Bike",6,"Metal, Gold Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.75,3.25,3.25,2.5,2.5,2.75,4.25,4,3.75,3.75,3.25,3.25,40.25,7
2291,5,"Koopa Troopa, Lakitu, Browser Jr",8,"Prancer, Sport Bike, Jet Bike",6,"Metal, Gold Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.75,3,3.25,2.75,2.5,3,4.25,4.25,3.75,3.5,3,3.25,40.25,7
2292,5,"Koopa Troopa, Lakitu, Browser Jr",8,"Prancer, Sport Bike, Jet Bike",6,"Metal, Gold Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.5,3,3,2.75,2.75,2.75,4.25,4.25,4,3.5,3,3.5,40.25,7
2381,5,"Koopa Troopa, Lakitu, Browser Jr",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,2.75,3,2.75,3,3,3.75,3.5,3.75,3.75,4,3.75,40.25,7
2383,5,"Koopa Troopa, Lakitu, Browser Jr",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2.5,3,3,3,3.25,3.75,3.75,3.75,3.5,3.75,3.75,40.25,7
2384,5,"Koopa Troopa, Lakitu, Browser Jr",11,"Sneeker, Gold Standard (Gold Kart), Master Cycle",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2.5,2.75,3,3.25,3,3.75,3.75,4,3.5,3.75,4,40.25,7
2633,6,"Toad, Shy Guy, Larry",4,"Steel Driver, Tri-Speeder, Bone Rattelr",2,"Monster, Hot Monster, Ancient",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3.75,2.5,2.75,2.75,3.75,3,4,3.25,3,4.5,3.5,40.25,7
2635,6,"Toad, Shy Guy, Larry",4,"Steel Driver, Tri-Speeder, Bone Rattelr",2,"Monster, Hot Monster, Ancient",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,3.5,2.5,3,2.75,4,3,4.25,3.25,2.75,4.25,3.5,40.25,7
2636,6,"Toad, Shy Guy, Larry",4,"Steel Driver, Tri-Speeder, Bone Rattelr",2,"Monster, Hot Monster, Ancient",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,3.5,2.25,3,3,3.75,3,4.25,3.5,2.75,4.25,3.75,40.25,7
2761,6,"Toad, Shy Guy, Larry",7,"Badwagon, Standard ATV (Quad), GLA",7,"Button, Leaf Tires",1,"Super Glider, Waddle Wing, Hylian Kite",3.5,3,3,3,3.25,2.75,3.5,3.5,3.25,4,4,3.5,40.25,7
2763,6,"Toad, Shy Guy, Larry",7,"Badwagon, Standard ATV (Quad), GLA",7,"Button, Leaf Tires",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.5,2.75,3,3.25,3.25,3,3.5,3.75,3.25,3.75,3.75,3.5,40.25,7
2764,6,"Toad, Shy Guy, Larry",7,"Badwagon, Standard ATV (Quad), GLA",7,"Button, Leaf Tires",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3.25,2.75,2.75,3.25,3.5,2.75,3.5,3.75,3.5,3.75,3.75,3.75,40.25,7
2770,6,"Toad, Shy Guy, Larry",7,"Badwagon, Standard ATV (Quad), GLA",9,"Sponge, Cushion",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,2.75,3.25,3,3.25,2.75,3.25,3,3.75,3.5,4.75,3.75,40.25,7
3078,7,"Cat Peach, Villager Female, Inkling Female",2,"Pipe Frame, Varmint, City Tripper",5,"Slick, Cyber Slick",2,"Cloud Glider, Parachute, Flower Glider, Paper Glider",3.25,3,2.5,3.5,4,2.5,4.25,3.25,3.5,4,2.75,3.75,40.25,7
3253,7,"Cat Peach, Villager Female, Inkling Female",7,"Badwagon, Standard ATV (Quad), GLA",4,"Slim, Wood, Crimson Slim",1,"Super Glider, Waddle Wing, Hylian Kite",4.25,3.25,3.25,3.75,2.5,3.25,3.5,3.5,3.5,3.5,3.25,2.75,40.25,7
3255,7,"Cat Peach, Villager Female, Inkling Female",7,"Badwagon, Standard ATV (Quad), GLA",4,"Slim, Wood, Crimson Slim",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",4.25,3,3.25,4,2.5,3.5,3.5,3.75,3.5,3.25,3,2.75,40.25,7
3256,7,"Cat Peach, Villager Female, Inkling Female",7,"Badwagon, Standard ATV (Quad), GLA",4,"Slim, Wood, Crimson Slim",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",4,3,3,4,2.75,3.25,3.5,3.75,3.75,3.25,3,3,40.25,7
1097,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",3,"Mach 8, Sports Coupe, Inkstriker",5,"Slick, Cyber Slick",1,"Super Glider, Waddle Wing, Hylian Kite",3.25,2.25,2.75,3.5,3.25,2.75,4,3.25,3.75,4.5,3,3.75,40,7
1099,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",3,"Mach 8, Sports Coupe, Inkstriker",5,"Slick, Cyber Slick",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3.25,2,2.75,3.75,3.25,3,4,3.5,3.75,4.25,2.75,3.75,40,7
1100,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",3,"Mach 8, Sports Coupe, Inkstriker",5,"Slick, Cyber Slick",4,"Peach Parasol, Parafoil, Bowser Kite, MKTV Parafoil",3,2,2.5,3.75,3.5,2.75,4,3.5,4,4.25,2.75,4,40,7
1169,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",5,"Slick, Cyber Slick",1,"Super Glider, Waddle Wing, Hylian Kite",3,2,2.75,3,3.75,2.5,4.5,3.25,4.25,4.25,2.75,4,40,7
1171,3,"Baby Mario, Baby Luigi, Dry Bones, Mii (Light)",5,"Cat Cruiser, Comet, Yoshi Bike, Teddy Buggy",5,"Slick, Cyber Slick",3,"Wario Wing, Plane Glider, Gold Glider, Paraglider",3,1.75,2.75,3.25,3.75,2.75,4.5,3.5,4.25,4,2.5,4,40,7
